recipient,amount
0x00000f335fef2bd220614480c6ba9c0692ac247e,0.10
0xd28c7bfc98859dae2bd5906eeaa413e8f2c5a5a3,0.10
0x9b5730fca01533f32314f9422b1e2a7c0811e4f1,0.10
0x75f1e28e20df09b8c49e630ba7b8cf0520d00a6a,0.10
0x8c12c5bb1a9ddace89bf1d151fb2585c793fbe56,0.10
0x70334aeb509d66500c31212f2242096971f19aca,0.10
0x196a492f60696930d6ee0551d3f4ed56b668aa00,0.10
0xee00824f08a92f51b230a12ee84095dfc9c26d2c,0.10
0xdffbb755b9e5b17a66865eed7b9ccd1bc3af4f45,0.10
0x9ad425a751c8af983dca630c2de85b727c66191f,0.10
0x93bbdf9f9ec5ab967386aa9e5bd05709c07dfaf5,0.10
0x34e0e45707d5fb84f4e37511ac57b63ceeca4c6f,0.10
0x3c5e3059122df630cc1f2ab20f96c3d37a305d05,0.10
0xd85028bdd84a3b13113a14a3398a755b8008ff4a,0.10
0xa5c28c67c0ccd82f2be56f5f4197b095e9269b86,0.10
0x6416d46fa8f6139988e7d7f10314e073b1b1f07e,0.10
0xc9709b3acfab5c479a84d6a015cf0b53f28b7937,0.10
0xc102d3c31b2b1160b4474b199cc0c421b3f793b7,0.10
0xcfd72fb7ccce1c8cde7570d7f6c290f56b597892,0.10
0x1b17bbb9b525421e22f89d96b5a650798e7286c4,0.10
0x979e194a8586245fa14f9e34f52b0bdad1811c00,0.10
0x99fc0b83d8884bd814fb56fe1b379f35e7565a39,0.10
0x33b2451a05921c9a2dc5fe22240d1d26d7a0cd73,0.10
0xfe420d085d0ca67aabf3d8a2e369202e34058448,0.10
0xaa4663c83a07b58cc32e0748bf3fd827780d65de,0.10
0x9a526a5bc7849e2872c7146e8bf81ba4657bd529,0.10
0x80cd4c86d04934d7c55f9b5088ded5125d448a53,0.10
0xb5da77898553c2af4a000e2d44960ae18cbdf0aa,0.10
0x6fb737d1ebb73cda6cfa36fd16d9273065d1b084,0.10
0x440ff0b80b8fd1b537825b43e01da0d222fbc2be,0.10
0x3b77a86a2becdf67a246afcc30f60b7319ce2a1f,0.10
0xc8084a919784746d7927e04d361b85c685e50c80,0.10
0xc119e0d45dfd2b00ffcc32bc3d40a0774a407345,0.11
0x051a3cc098cd3f3c60af5dd1a8c6b02698c1eb89,0.11
0x26b43f4c5aba091f01e8cafb1a894a93b6d8b607,0.11
0xf06d0be6a47e17cad3e8ace6d0e626d1c137ea85,0.11
0x3586a32f51d008ea9eceba07594cb49fd1e8f58c,0.11
0x2e159aad3a3d23d749a5e91f1d448e2122fb26b5,0.11
0x835c3bde8ecdb1e84819512761671fef0b07edd0,0.11
0xda1d0c7f174effba98ea1e31424418dc9aeaea22,0.11
0xc8d9223a11b0360cbde4fbdbd2037dfd2dbaf4ab,0.11
0x4614b16551a21f7e29b57a4f8a8a4b63579d3cf4,0.11
0x219c2d5f36c4630425f8f7a84762c0b5ff2c4080,0.11
0x468d4d7c9059f8c65614dad310d5b3a78e334a7d,0.11
0x01249dbff78823f5f96c242537c6bfab90a13589,0.11
0xda45aa667dd2f7d6b39eadc92c8adee0fa972b83,0.11
0x3116c8ce1d93f68be922d7bd9358fd129d9dfee6,0.11
0x697b825f395d86838b6470f15b9d3b4887d78e75,0.11
0xb0970e7d2f1d1c5ede18336a76e4797d2645b641,0.12
0x45021987cd92b185dad652afbf83125e4c9c5b6d,0.12
0x0c9a2c621bc7bae524143c515c78a6fd09a1d8bf,0.12
0xeeef91e47ac7e884de99629443ced0cb30a8f78c,0.12
0xe3df725ee9f11bf0be0fe697e021a7f932be074c,0.12
0x54ebcda95a3bca6f36cae28406cd7ed83bca63c1,0.12
0xae827529ab40298216b5aa892487963cd132ad7e,0.12
0x0e736877ead3831ffa9f318c4e5a14334d3e1ab8,0.12
0x7a7cfa906ee447007eb1400fefba1e2bb25a8168,0.12
0xa78171ee1f73dc95a8f11409ba3fcf41e1cdbd85,0.12
0xe4957f34fe0a2d7bc783269c37f72924e2f3df4f,0.12
0xbfdee6344af7743a7c8b5006eb1cf85148248ff4,0.12
0xd1cbf265fcdcafba2e406a17ddd3d178bc7b6803,0.12
0xd0acb87bd94fb5e791a51c73babaf4fc526dca10,0.12
0xbe900cbe374dbc5356df2343546967a91ee13ddf,0.12
0xd8f57595399f6065befc6219996b4fd581012e0f,0.12
0xb6c4c61fef74ae1d11784013c35c4d5fd0ca2d65,0.12
0xdf0dfc61495ccef33d5246061c6e751cc3756d93,0.12
0x906a33b7b60e4e3b1beb338e19996369bb58fc40,0.12
0x0e82e84cf9ad603545ca4fffc56d4ce92b4933ac,0.12
0xeab520af947a2cb61d0008ece3b013e5285ed9b9,0.12
0xae69116e4aa49645f78c1fc9f28f677aede0d153,0.12
0xed7d24ca035416f33307ba5541d2c3a6a08b8d4a,0.12
0xbdc167f154d8c0344d85671bc76ddb6e67d6301d,0.12
0x9837bf243b0f269cf600e7a1f225679138198b1a,0.12
0x1ebdf91a7a5804baaed0948540a62dba40e2a195,0.12
0x37e37e09a9e288f3a9d6703b30389b0dbed68f1a,0.12
0x74078f75eb7ba3a0097421027eb9eaee8c5c1826,0.13
0x055a584fbe6c1c4196096d73105044cec51984e0,0.13
0x62e91f3766cd34dc5c79c2f07148978f1440eb8f,0.13
0x7d1b10577da49d490685f8105bee3fa7a82ced53,0.13
0x823b55889097257cd5f370d929a693ff1ed3e6e6,0.13
0x77420e96f0e5f1dcfa8fcdd6ba6a3a9d3ad0c6c4,0.13
0x07aa5b301568d5156e2c580cf18451c64985cc78,0.13
0x22f5aa0681d59d71c9fb1b4cce5ce51774ed9654,0.13
0x3f02a774ae3fc204b7c4a4ae54d4e20b2004f018,0.13
0xe336998ded6e8221643967a77681cbdccb7c1c10,0.13
0xdb3bb7d9c844cf21b2797995d29981a130577064,0.13
0xaf02dedff8dfd48449dadeb9a40fc995dbb0f5a2,0.13
0x60487d5dcfe5a331c5cff196039932038021b482,0.13
0xbceebb8ffdbfc6fb357db34606ebb3aa35926ab2,0.13
0x19a791bd19c68715ce2a8b55108a1caee05741ee,0.13
0xd010c9b30ae5761714e85ace355d42981dcd72c0,0.14
0x209f2105d63778561c3517e279cc6a90c9121c1c,0.14
0x2552e53e6749ad306fc44767550f812ea0465ea6,0.14
0x15f6b078ec0c4198cc37c0530f98b9f47eebc3ee,0.14
0x956d99e6f731174a411067ce319abb048eff5b2a,0.14
0x4e7a7a975374859b286741148d8bf131ef148934,0.14
0xab2e4ebad2dcafb5471cfcbe9202566b9d10ccf8,0.14
0x1ea9d8a4c0147d8b1ea26657c4aa6bb197cfec3f,0.14
0xdeaf42d4a2cc1dc14505ce4e4f59629aec253d75,0.14
0x56b43cec6829c677284b639a690cd28656e2034a,0.14
0x200c13362cc2ab965e185339359a7194d9767854,0.14
0xff4a8df4c9155b2477d9b220047eca70e93a4c7a,0.14
0x7e62f7a22022ee4346ab6c35094810817be0f803,0.14
