recipient,amount
0xE1f95BbdA578E77BCFbAa4f0E93dA083807E7D24,0.10
0x5E8e18aFF220651cC68294bd9f4bd8C29fd644d7,0.10
0xa981028f624F43220132925Dc34Fa274036c54Bd,0.10
0xeAe10420054B70314e5ab5065d1FE8657Fc840d3,0.10
0xF78e2c471181ADe82965Cc8d38A8d516Ff8241c3,0.10
0x958c90647B2e6d1Fcb714886435Ab84391Fcd15a,0.10
0xd40ae951755CDD95dBFC533074eCc5D454b5bC58,0.10
0x9dBe79Cb24c6F5Fe6B07648a9051804b3C3FA72a,0.10
0xa3B3b0Ed25776AcA37934f93e5A03b9c6657410F,0.10
0x6b96e6BC64F579C1aE702806bA5439E3Ea8e80Cf,0.10
0xd475dD484f51bDb3e446e3f9c1E5B57c9A071f79,0.10
0x096dd83618Bbc1B2F60966CFE50866EBF64A2766,0.10
0xbb0992a43f7b62e047a09c6D51FAB1973d04DE40,0.10
0x512fde81e3A85993E29C26A5876B4261761C4E4A,0.10
0x5cE19256D7A4f7E35140b0f4a89B44e5e6CaBF47,0.10
0xB7A9A5e12f8Dbf67Dae58f5eD3d7c3B6F16DAAA2,0.10
0x7665f2d0f15f28db9694Ab25FB416c05c7914F6c,0.10
0x296Ff75f3fAfd9DAbFb46a5652eF95E9b97e1F2c,0.10
0x6AB6417a688276Ac99a564a684800424a2142DDe,0.10
0xaca1DD784e4cf2ceafD81956216b0a47f46d0987,0.10
0x412f10AAd96fD78da6736387e2C84931Ac20313f,0.10
0x9A89E877065d51c55c88DbB06F27f20978C72F05,0.11
0x8cbcB4Ae6DeDF5eB5F81F2334825F804dA5ae39A,0.11
0x146EB542C97B8F8bC0BedaCEEd1A749d54E8f1ef,0.11
0x58c2B92014aaB81642669DF8E838DE9F56349dA7,0.11
0x0E1799C427dA1881A72912840D40495769b94f6f,0.11
0xE5656D9cF64FF41CEb7e26E819D70df8B66d1595,0.11
0x111AE97D05C2FF6D2008c6a8cfa8231C06a9Dd1E,0.11
0x38ca8396E04e23299635Ea06fbb657e2a4e693c4,0.11
0x23184D3ae7DE5609bB57EAEC707d9BE0b17408A6,0.11
0xBBe508a80f201f437Fc1813C5955EA7F5E804035,0.11
0xe15Baacea4584ccD11aCbC3e33619BCa10A78C53,0.11
0x8334b04461B36aD8C9605101b3FdF1e6B1028Dd0,0.11
0x0628D46b5D145f183AdB6Ef1f2c97eD1C4701C55,0.11
0x06a7DEf353b0b9A05d4b763Cb8d85cB6FfF686F1,0.11
0x1da8Bf3A30BaFC30ebA40a888e37503cD9b86Fbc,0.11
0x9f8FE303110F6D306D89c8A70be8Ec2df6e6931b,0.11
0x697F79B58B74e6A96333a99fE3590a7Dd7c37f20,0.11
0x78262c9680FF0b15484d78c413aA209620320848,0.11
0x919d134728a04A52a31cbf4f2523521069c0f33e,0.11
0x6BCBeCbEa6492EC6Ade6c700CeD165378ce339eE,0.11
0x6D1E0084a6910a8803ab7c22483A1a2Db3F1001a,0.11
0x0cAAc5B6074B04226D9731Ad4868f9d26971B2A8,0.11
0x95c70532c5e64F2cFdd92B47CB089a8D9B2B42D7,0.11
0x4596d0715ac07CDDaedA63C813Fd54358bb43b6d,0.11
0xB5E4744634c546e2dbDc0ce415001FE4314d037B,0.11
0x73602d2905701aFcE736DbBFF561Ef5b46A8d775,0.11
0x48180209305D1eeFbaF8609427e0f6b4a9eC16b8,0.11
0x7B6917ecC048E2e5AfB4c82089f6a390AB7e53b5,0.12
0x6234ad463357421848e8C53658Dcb7af9f9D667e,0.12
0xe550Dc4ae6B6C4D693c6eBA53B58dA162ac53e58,0.12
0x075D5056Db05142b1c73d736D14d558455ce8B1E,0.12
0x45c26d14A461F3d63aeD28B4758aacDb5aE939F5,0.12
0x1E373a2a4C2588fc90dA86771bf0135902046641,0.12
0x902651B5f65f1017BA167B4883904107Be076162,0.12
0xFdC1c098dDA1d54648b509fE043677C72694c690,0.12
0xc9c432EB22b456E7446404051Bfdd7925c81962d,0.12
0x0778a8831Af0F6ae36f67224c59036Cd29D162e2,0.12
0x7B3eCd73eA720f69dc4e87947C74488E4248766F,0.12
0x5Fc6AAD9ade7c12A4272E7FF489e7b630Ac05F72,0.12
0x7f562bE6b36A909951F605B96Bf94f7D219E757A,0.12
0xda0E13976bd1ba59dCB8c9A89c6659A1AdaC14C2,0.12
0x1Dfb130D569A2C5e5C5f73CdC8F6c2badd3FB854,0.12
0xcd983774CF19FEC5CdCC73c4027fEAe18eFE748a,0.12
0xeE0e6ec7AbbFb0d900331A263FeF1604E7133a2c,0.12
0x7b39C206B982F05ca98a1d53C769b9eF28db10EF,0.12
0x82d55e4193132592c63ee28231eB24e4A39d886B,0.12
0x0f295311eea8815c0B0A98f9a429102351711426,0.12
0x6f2b8d800eDb4c090f3BEB2f92D89CCA32ab58e6,0.12
0x0b2e00f2f6d884748Ee10Aa78490C5668188F4B4,0.12
0x2ae832FaA60E86444B81A592797ED1aCdEDE9437,0.12
0x1CDeaf46BedE7252Ee3bdE7d7d9d07cb2338551F,0.12
0xbb1354944009F984E86a9550C87Af91f66cDE49D,0.13
0xbC778F25E24ef6f23E42F04b781330BE917738aa,0.13
0x0a38126db28d7a695B4dba765F860bE9992FE941,0.13
0x7F8d4d2ecE9a7c59822556c5a47400767fC72635,0.13
0x6B99AD725f01Ec94ef60133D8112198F5dFbe6e5,0.13
0x6ea66ba986B90F4caADC631F141a720566272f63,0.13
0x8854b22E4f00F4ba5f141Fa983E95a8C025F7e3e,0.13
0x80B70C055f4595544f325f3671cb98bd97ed65f3,0.13
0xC44f7f17FF366C4BC5aCbeb1B68D476C8478ed5C,0.13
0x9AcDBb0DEC631E034Bd058c88DB68c5F77a8bC8E,0.13
0x1b1Ed976669f4b33F436e22Cb9CD0e85B26Be5A0,0.13
0xe56625466f0aaF20D5eFF06baDE91b3Cd72d16b3,0.13
0xA0E4776EF588917B06fe917b8eF85a24274fbC24,0.13
0x9B85BA0fc6D69e3965ceFC60e6EdEd1034856233,0.14
0xD4a46c1aF95c35f73F58589Bf9c5E30CB097Aac8,0.14
0x058463685fD3eBe538f84d3f79797c5C4D182882,0.14
0x5D8Dea20578EE652FbFA124f10532c0e7fEA287a,0.14
0x3Af5A04aC0c8ecC6BF285d99A5DA19E0eE8AF9b1,0.14
0x96Cff75d2Cbb86a71105FaF4b5b2a4e4C2B8D395,0.14
0x480A54a3AA47F9351d9C0518b394C032f20A4713,0.14
0x5705c51ba439391A79Ebd86420cd295e899C08f6,0.14
0xD0FA2ebEAc5E1b5876CE2754100E9009Fc0Bd4FC,0.14
0x9Ab29023AF39f60eA5B453BF7F6Edb4bFA2207A1,0.14
0x43917A8174465Dc01522E8e14335eAa2cDE33F6F,0.14
0x8c70fe6DBf33A3830D821Dada2d52F5fdA1E7c76,0.14
0x8E40daef1b53454f3F1222BE994c0CcF1d7BD61c,0.14
0x98F15d6C14e18333d523C3882f1fa922F5841D3B,0.14
0xf1E803336835A890E365798686f3fa5B68374407,0.15
0xdf0174896BfF491DebD6409544695f7F57254Ed5,0.15
0xda732a552681619432B6C62a804a668f12De13a5,0.15
0x69A10A0b4AA959373975CD34b5C31675847d3527,0.15
0x841F4b2c13223FCe62cAcE03F4c9b4ecADcff1eE,0.15
0xb46Bbe83Db7847B7Aca6109351257cD0821C2f11,0.15
0xd102B765F706004CF0B9d46952Fb70b4A4604542,0.15
0x5C95a4c6f66964DF324Cc95418f8cC9eD6D25D7c,0.15
0x81e877DD467F65b79AfF559a8fAFED6E95f01AD8,0.15
0x591aF2F3e0D368Fa72261e32B772093BE9047411,0.15
0x338e76D66eF221c46Ab95A703b52B270C747D200,0.15
0x0e545597C62F64722B08f489FAfC427716f48180,0.15
0x737561e54479eA7a291dEE8dB931A8c9262A3741,0.16
0xfc33684D431165b67413F90150Bf6C84fDC75568,0.16
0xF4B24F4957206cfc30F6CAAAe0e450c74Cf74593,0.16
0x6e912D3429773b577d730032044a9Bd70cAEfE9E,0.16
0xa3EdD0318c9E4aE0491af6605A73c3bD46c985Cd,0.16
0x4394dBfB79272Ae638dA122172cACC5442B930CE,0.16
0x2d7a8D9cf1be68BA0579d8c45Ba9Ab414050f99e,0.16
0x7a6B9aB7948f5734dFD8fc1319c0Fa97b27Ee345,0.16
0x792a7256897be56a4318e63453266bB14FF074a6,0.16
0x2077869Ac1367AC263e9A881fa172B4f33e1d6c7,0.16
0x43fa302708b32Cda1a5DCF4d907F2aC5f69B70B5,0.16
0x5504C10d31F418bA08C860d096125a751381A0A1,0.16
0x74f8949f0f86df560381A302eb5AEaCCA1742c6D,0.16
0xc7790bc508C25774eF6FcE30430e727Cd40D7117,0.16
0x93c5635e84DA69C008f9F263142f5c31DF1207cC,0.16
0x83AB418A773E6462AE34318d3e7f4833f177Fb6B,0.16
0x416f990e0374C32F4f5056d0532834230a2EC074,0.16
0x17757B0252c84341E243Ff49EEf8729eFa32f5De,0.16
0x9F0Ef5E40396Fb4E1BfB6F43026cC4C4D17b5Cff,0.17
0x8a1D03f13F7de4ae4ae9986C804c959B9ED29Bfb,0.17
0x52f0831Ab0814435007fDa2e8180fbC864AB8B87,0.17
0xd940c1aA0547551cf2bFC83546D5EB14d298Fc67,0.17
0x41D06E73efD6D45fd37Fe19E66604B3D05238bc8,0.17
0x60b6b72Cc03aC245D869419BA45C6433E3beEB79,0.17
0x6B979E8628cDD7576ffC00eF07592580Aa935AFF,0.17
0x9602B49ee0022Aed8A089DbbbE3297bfdbf8f8ec,0.17
