recipient,amount
0x78dd429f7b60252889ac1d9ce76a3ca4c3487583,0.13
0x86063c3980d0c0b6888697a33c52c041baada70f,0.19
0x7c1987289a01392e719b269c711150b6db92a349,0.12
0x7b6917ecc048e2e5afb4c82089f6a390ab7e53b5,0.12
0xb719a946c46ff8262b233539790d61978b7e1d6a,0.13
0xb8bbefb64180e9a0fcfca3371f95520abccd58f1,0.29
0x02609ca3d38f01c2fc60733292a79bbf8ffd1204,0.40
0x595e875d0d430935a3b27c6d86e282c7d2175cfb,0.44
0x1dc619c4f2d36965ee1f8cd94732dac48003a917,0.18
0x91aebab2027b540703392b77cb9b833eed824ac3,0.50
0x1cb6020db373a3e1cfcda9489570933fd0f79d0d,0.27
0x0f2af630a17b0ddbc0a833e9ab600332c9b75e51,0.21
0xa34e45b30cff043576abadec6885463a8e550e8e,0.27
0xacc8871ff8f21000f68a582fa9428246f7fe243c,0.72
0xfc5677f92db623f2864384af244f252fa3343bb9,0.99
0xf572d207af78a35b0c773684c9c98e5c9b9b0ca9,1.00
0xd4e2d1fc19ae8459293943d78352d6016a8854a7,1.15
0xd2b22ecc83e83fe2ed82617979473ba2db5c1011,0.87
0x813f98977a00ca98b453e3d963294bef326c40dd,0.14
0x688004095939cbc1937dd39f27713bf77f51c203,0.64
0xf5fa477b9cd3e93727dbc515619af3d53a195a72,0.87
0x7548e817ed2ad3b53ea4aaba5560f9f46c21e718,0.90
0x1c2c7823943f204222af5f1104d90c4da5b2baf6,2.42
0xbd05fef925ed08c9cc3f60126d376d9048dc1407,2.44
0x7f562be6b36a909951f605b96bf94f7d219e757a,0.98
0xf422dab69388187f81e372e0a41482c5201baa55,1.28
0xd234e17f8fd035b218d11f7db2d018e1ad091e8a,2.60
0xeb63b159d15e1cb670d540e268403da6a5b3239e,2.69
0xbb35116ff9dd884c73c6486b159ac37ce99e1cfa,2.72
0xad25ac89d431521da4dfe0e59ff635eaf39d7fbf,3.59
0x644257f4b2fdfebab1c2c515f029da24491974fc,3.66
0xb1fde667d3dafbc3a3ca0da1c03739ae0abf7596,3.98
0xe69d1896dc681581e0c8bc2d580543e2b19ed38b,4.14
0x8984a8d85c4e1f94ba8ebdd8d021e299d81f0b61,4.26
0x83fefba2597cd6af88b913cb732080cd91927924,2.13
0x41a1ed3c5a7f8af67ad5ee8c63cb68ed04fe1d7f,5.47
0x4c426c5e530037222855a76a93500bc5fd9065f6,2.90
0xb16d672828cb7b03a3075cbdad5d7076bbc9c9a7,3.08
0x0693207fd61a24c2c4fd42d843224ba43cbe5169,3.27
0x034a7198a1a1fa2e0289175c4c1d7113fcd88b6b,6.81
0x0bb0c5e1e6918d2f1e0d5e2ca511a5fd34ab52d9,7.72
0x566e2e41777c6711e71078ef395576cae49f91c0,6.47
0xb5e8a35f4c0edc673e78bf6966e91ccd2d9cb302,9.12
0x5823e709c38fa606de3744b1341001e8981a6737,4.74
0x37efe8d50d9194166673c5b88f2c3361072c65b0,4.85
0x6ce6f960dc475dba05ca3965f2daaf9335b776c6,5.11
0xb893d31581c42245bcb6bbbba31314104a2a2d6c,11.20
0x20a05ae8efe1eb91be0cd07356bc20eda9c2e298,11.36
0xe88c3350e55182fd31fbcb7234c75d05015279e8,13.57
0xd7d889f11f4e5a923aae165772678573cbc1ab07,5.43
0x3dc60f25ae66a2ba20bd8174c44b214ddaba8443,1.68
0x4f406a9f910462ce81e28fb7677ed02b3667e319,14.49
0x2b285e1b49ba0cb6f71d8b0d9cafdfbf9868fda9,6.44
0xecb934a059b1c139f7a81d93bd639f5eb1d40e70,2.50
0x7676b134e88bacb4e0c6c9b34d80c94c77e89232,10.87
0xd516c9877578f3d21c4221fbd3cb8d2a17312ebe,16.86
0x77261f97af01fb368f7576da5dc2c5f9af93d45a,23.79
0x45da535f21331dcb238f6e8fe2e9715028249d74,24.32
0xa3e92c9b35e512802c71ee1ae4f59e8d5768d8ae,2.96
0xdfc30c075019bb671d60d84242d814f3cdf8d76e,13.44
0x432fcd67815d5cc72808a7815a02373fdee7d740,3.51
0xa14f6577746f9fdc4aaba510796e4d617350ebe6,39.09
0xeb6423fb4c487f580d2d0d24dbdd26cb5e2748e5,43.55
0xfe13c6d06121a27cae69e634ac25e8d3316d3048,56.33
0xbdeebe7ae5ccf980dea1ea395f716e76f7bb83e1,35.25
0xf70feaa153a0ffc391525c1226d6e0f00edf9974,52.27
0xd603a49886c9b500f96c0d798aed10068d73bf7c,63.79
0xb07fcf89a7050e1e7233cff5038b8166b6828146,57.36
0x128c42659aef896fd93ebd2b6bb02be0f991d064,69.95
0x77010ed9546d3bf1f6b435d07d93273e5621b319,64.94
0xb4758dd8c0f274f6bf07cb3bb1e7780d87e18489,183.74
0xe3f716134f39a860511d4c600765e3ec550aad79,265.79
0xdaa12ca83de2fab833fc28ce1300ba6ddee67204,309.31
0xd5203cb8ab0b4cc1296f9bdfdd548b3cc8749c7c,558.32
0xb32932059861e7b33b6b2959a1032e90281d398a,208.78
