recipient,amount
0xb5324608f4ee6aa98dc43012412e2969a22ea085,0.12
0x1279c00a8390f561c6721fdd8c0bce4bfb8d018f,0.20
0x1d5be278fc43b5db90930bd326b5116003584719,0.43
0x5688d6bf4e6b49b83f017aaf4f76224b0cbca41b,0.49
0xf73d395c1a024860bfa06e449f37120c348760fa,0.58
0xa3bcf913957a00cce9ca4e70a07e8fef7425af1e,1.47
0xea75aee72b7633fbb343f3f62e75799c9d050094,1.88
0xf4c6cbb5391c92e3b9676071e5f20995de3310dc,2.28
0x8ff43bfd449ad3f508f4a4b98d24c99b8cb5ff9d,2.87
0xef0e3ef537735d97c48e2fb2f4446841d423945c,2.95
0x89678c9dee8ea64b42eab9d235d1f2b28e23c40b,2.62
0x5fe8238d3d762aa2bf32eea9399e95a4bbae8532,3.75
0x54a7a53d98b66938da57a1d6e28989a195de1344,7.08
0xe842359773d9f42f3dc81840e55da183296f7671,2.06
0xc7e6da4d1373baba0033a9799470b3b4900f338c,4.16
0x60a3a25e70e336d743f21d0e614118f5fc701a85,23.28
