#,farmer_address,position_count
1,0x3a319d0f3b60a3fa2a4a4daa36e41b9521c6c229,1
2,0x2ba9dc6c47db18a1664f51350cba111225a900e0,3
3,0xfaea3b1976c242938aaf3be2f8623f743642b56f,3
4,0x6c68601d1063b963f1dff2a1cd138d7f6e96963d,1
5,0xb9941d875ef1a7b2aac2d0abbb1b5f1193874f17,1
6,0xd468833cec47e996cc92e2f6ad3af733595390e6,8
7,0x34b7163c30e2aaa77b5d6efcd563ef333c31e16b,1
8,0xaabdf7aa6830da9e6d3ed00aeb82ae401233ea49,2
9,0x14975679e5f87c25fa2c54958e735a79b5b93043,6
10,0xfacec1c32ae56097866a6c1dda1124f2c6844f40,3
11,0x72a2da3dd2f9e29c6d11aca62834306e6122b41f,4
12,0x2225e8a95fbf7cd32b9b9ac3d87fa88c6957cb6f,2
13,0x26c871732fa5fc6409ea8da8005cda6a9eac1a67,1
14,0x24808e89c49b00900e32d48a2f5fcbe164efc460,1
15,0x4452b58d2fdb19dc757085ef6200a5ff549fbda9,1
16,0x0c6cfa72cc787d8e965492c844cc80bfdbdf2c8b,1
17,0x528836082e417d7b839e17a17964694266aa29a5,1
18,0xe71a8e11d49648953522f94322591a941e84304b,1
19,0xcd79272e57a870c0b1f69a8c840244364c4a0260,1
20,0x25a05c3c206182f8b4a37ad32fb04460edf57853,3
21,0x9830ba180953516741594188fdcaef80c51db48b,2
22,0x80281d33b56231ea95a5b8f61cfd91ca052c7b5a,1
23,0x04d52e150e49c1bbc9ddde258060a3bf28d9fd70,2
24,0xed2170462e997b9590f77bf2cd3cd283b877eade,1
25,0xfc22fb49ccd5618097f7f40cd7a1da56e573a5df,1
26,0x5952f70fef1cbc26856d149646d4a8f97e923ee7,1
27,0xb26b4a4bba425ac28224cfdd45b4bd00c886cc33,1
28,0xf940ae7e8276587210c568bcb7f4243e0985b093,1
29,0xd25f3ff4d63179800dce837dc5412dac1ba6133f,1
30,0x64e0527787ef67c5bb136dd21b06a260bd080427,2
31,0x1257b700a36c1992bc284232b1906a205ffa0220,1
32,0x7d622d7fe8ae1b2245477bd0d16bf8a58333b016,2
33,0xe9a1f67aa76873e38a564df122b7b29acb999f1a,1
34,0x6a6102c797cddd59c9900a84cc5d5a20841ab668,1
35,0x0aae9ae032b04fb8ac1f6265ecd7710f443995c6,3
36,0x370031cd420a14f569753ba89e0cba0938e85bf8,1
37,0x9585ab6e9a7f34d90a3fb22eaccb3873479c2388,2
38,0x2293727800218ac472e6080d92394f5b6f227491,2
39,0xf9748b92ca6b8e220fd220f56ce527869e34bb66,3
40,0xd9f7e743eb0efa9c1d80dd1d3b12e57eea99a1a5,3
41,0xa827150caaebabcb696b9b44d16c2367dd03828b,2
42,0x7214be04b996de6e45cab5513b40d51648bf7990,1
43,0x92c695305ff55deef42329c075e2d676774ab935,2
44,0x53d5caf5521f4c54f809df2c7405deae95028116,1
45,0x541426f2ad98fbb80a6777429901f28d21e4c6d5,2
46,0xdb7575c243eefd7522817456c585dcc696e399c2,2
47,0xb8a16dc085f9cfd934e53e8cea71647488f89800,3
48,0x1adfd84dc041264900d0c79dac71ca5ca770fdab,3
49,0xea00739f02d4134e78c51a8c4ed6ceeca6c19d53,5
50,0x1b7444b5af75747d07f4b36b31e13e2c3471d960,9
51,0x4631afc621ff66b35e9301fc1dcbcf7880a60be2,1
52,0xa7a8a51da52a1e7ab1706fc5c9d99f0cbb357a36,1
53,0xf7f1f47ec265f64cc5f569ff87da572a5ab51fa6,2
54,0x94dc6498009a8dc2934b4d92fe280f9d7706cae1,2
55,0x2ce6ae9d791bcc3a56ec28cfea748c575b2ede79,1
56,0x1e00869e3ca5c3ee8bb35d49ef0a7a6286e3214f,1
57,0x50cd4175e0bb2cc85c225911096dbdd01dd14926,1
58,0x39a651cbfa0f74e810d3d7db278d2bdcd85306ac,1
59,0x0398884f9deaa81dce854e827cf3f00e855b51b8,1
60,0x9578380ecb0bb6e546c89fb595090645f8abffa2,2
61,0x11d67fa925877813b744abc0917900c2b1d6eb81,1
